id,invoice_id,credit_card_number,credit_card_expiration_date,result,created_at,updated_at
36,2247,4.4551E+15,516,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
37,1301,4.58602E+15,815,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
38,4709,4.10198E+15,815,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
39,3931,4.44025E+15,613,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
40,14,4.46979E+15,1113,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
41,1191,4.70384E+15,1219,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
42,2511,4.65178E+15,417,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
43,1564,4.1297E+15,216,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
44,1381,4.24097E+15,415,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
45,1007,4.74498E+15,418,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
46,1577,4.42576E+15,1017,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
47,659,4.85898E+15,1115,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
48,751,4.76051E+15,113,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
49,1485,4.78332E+15,1017,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
50,3898,4.69328E+15,517,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
51,1796,4.6279E+15,414,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
52,413,4.00723E+15,513,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
53,2575,4.2706E+15,118,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
54,3424,4.57925E+15,213,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
55,2951,4.71466E+15,117,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
56,1496,4.25304E+15,1214,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
57,628,4.11685E+15,1117,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
58,1213,4.59563E+15,1218,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
59,264,4.35016E+15,416,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
60,4983,4.68507E+15,1213,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
61,1102,4.35031E+15,216,failed,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
62,2034,4.15803E+15,1114,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
63,695,4.71735E+15,718,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
64,1620,4.15901E+15,419,success,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
65,395,4.89006E+15,112,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
66,1445,4.07658E+15,212,failed,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
67,3742,4.43897E+15,1220,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
68,116,4.59919E+15,814,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
69,2777,4.42696E+15,415,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
70,2702,4.7534E+15,1216,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
71,1441,4.30261E+15,612,failed,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
72,2880,4.32719E+15,818,failed,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
73,704,4.39362E+15,818,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
74,2144,4.39487E+15,620,failed,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
75,4849,4.48627E+15,714,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
76,2567,4.65323E+15,712,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
77,3447,4.81811E+15,419,failed,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
78,2991,4.36668E+15,719,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
79,188,4.10143E+15,319,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
80,4731,4.56724E+15,817,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
81,1598,4.63815E+15,816,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
82,347,4.7026E+15,517,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
83,2344,4.18109E+15,1112,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
84,2598,4.1834E+15,813,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
85,3641,4.24119E+15,813,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
86,2528,4.37806E+15,212,success,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
262,4223,4.43673E+15,412,failed,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
263,4409,4.16152E+15,416,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
264,1983,4.76684E+15,1019,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
265,4875,4.12617E+15,713,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
266,2968,4.45462E+15,420,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
267,582,4.57033E+15,1214,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
268,4196,4.6084E+15,617,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
269,3406,4.97798E+15,1119,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
270,4286,4.94738E+15,720,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
271,593,4.66697E+15,417,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
272,1937,4.27177E+15,1015,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
273,491,4.59392E+15,314,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
274,3916,4.91374E+15,120,success,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
275,4689,4.39769E+15,516,failed,2012-02-26 20:57:05 UTC,2012-02-26 20:57:05 UTC
276,4034,4.80479E+15,818,success,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
277,3906,4.27723E+15,1212,success,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
278,2431,4.65267E+15,313,success,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
279,4886,4.25497E+15,218,success,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
280,2804,4.33046E+15,212,failed,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
281,2311,4.18968E+15,718,success,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
282,1528,4.43797E+15,115,success,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
283,1692,4.53627E+15,215,success,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
284,1455,4.01644E+15,115,success,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
285,2276,4.40274E+15,1216,failed,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
286,4938,4.47146E+15,420,failed,2012-02-26 20:57:06 UTC,2012-02-26 20:57:06 UTC
1799,3261,4.22797E+15,614,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1800,3465,4.52168E+15,613,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1801,3375,4.1441E+15,913,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1802,2587,4.57819E+15,220,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1803,771,4.50176E+15,1017,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1804,4619,4.13831E+15,813,failed,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1805,2678,4.45731E+15,616,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1806,3424,4.57931E+15,212,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1807,1512,4.24314E+15,1115,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1808,3251,4.20459E+15,712,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1809,4055,4.91804E+15,1116,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1810,2517,4.12261E+15,820,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1811,4153,4.73734E+15,918,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1812,2276,4.66045E+15,415,failed,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1813,2119,4.54394E+15,916,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1814,2015,4.70584E+15,1020,failed,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1815,1394,4.68047E+15,1215,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1816,4017,4.9476E+15,719,failed,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1817,268,4.46754E+15,718,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1818,2374,4.02433E+15,712,failed,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1819,2838,4.80371E+15,717,failed,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1820,589,4.88127E+15,913,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1821,4871,4.65715E+15,1016,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1822,1674,4.63639E+15,817,failed,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1823,2779,4.00198E+15,712,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1824,3433,4.24907E+15,516,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1825,1356,4.99236E+15,718,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1826,47,4.67373E+15,919,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1827,2238,4.68964E+15,920,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1828,4686,4.70117E+15,1013,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1829,2756,4.65386E+15,214,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1830,3449,4.78626E+15,817,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1831,3100,4.0752E+15,1016,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1832,1970,4.12609E+15,915,success,2012-02-26 20:57:56 UTC,2012-02-26 20:57:56 UTC
1833,4544,4.05536E+15,818,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1834,199,4.01729E+15,1214,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1835,1972,4.78066E+15,616,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1836,1989,4.84694E+15,920,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1837,4889,4.44946E+15,513,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1838,3592,4.27651E+15,317,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1839,4292,4.0136E+15,413,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1840,4000,4.09956E+15,416,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1841,3697,4.74345E+15,114,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1842,4390,4.85595E+15,617,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1843,2839,4.67972E+15,414,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1844,2903,4.14983E+15,420,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1845,3768,4.9565E+15,1112,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1846,914,4.91311E+15,117,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1847,710,4.36992E+15,716,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1848,3864,4.24398E+15,617,failed,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1849,3940,4.02296E+15,1212,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1850,1539,4.84395E+15,812,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1851,489,4.43328E+15,218,failed,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1852,3981,4.83522E+15,818,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1853,3319,4.52575E+15,913,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1854,1193,4.46398E+15,920,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1855,1416,4.73996E+15,916,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1856,3520,4.62369E+15,616,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1857,906,4.55016E+15,714,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1858,2450,4.25541E+15,1018,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1859,4813,4.37276E+15,414,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1860,1881,4.09483E+15,713,success,2012-02-26 20:57:57 UTC,2012-02-26 20:57:57 UTC
1861,1843,4.94226E+15,1013,failed,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1862,842,4.59974E+15,713,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1863,214,4.12648E+15,720,failed,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1864,3769,4.19541E+15,1016,failed,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1865,429,4.66029E+15,414,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1866,4266,4.86046E+15,817,failed,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1867,1974,4.6645E+15,1017,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1868,3510,4.7636E+15,718,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1869,4727,4.09993E+15,813,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1870,3343,4.61708E+15,1017,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1871,148,4.86388E+15,219,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1872,4606,4.43275E+15,517,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1873,4608,4.39601E+15,312,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
1874,2598,4.87822E+15,318,success,2012-02-26 20:57:58 UTC,2012-02-26 20:57:58 UTC
2795,3218,4.2507E+15,1018,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2796,1405,4.01194E+15,816,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2797,4144,4.98804E+15,1117,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2798,1528,4.08913E+15,913,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2799,2009,4.94779E+15,1215,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2800,1609,4.79158E+15,218,failed,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2801,1353,4.82413E+15,1214,failed,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2802,2978,4.3018E+15,1113,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2803,1855,4.00308E+15,1016,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2804,2500,4.99527E+15,1216,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2805,2982,4.94034E+15,817,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2806,4742,4.69269E+15,917,failed,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2807,59,4.44611E+15,514,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2808,1965,4.96124E+15,1116,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2809,4888,4.60238E+15,620,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2810,3081,4.17553E+15,1212,failed,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2811,3581,4.12455E+15,818,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2812,3658,4.11672E+15,616,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2813,2008,4.88589E+15,219,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2814,4075,4.4314E+15,319,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2815,1627,4.68786E+15,117,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2816,850,4.96535E+15,1017,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2817,3596,4.07512E+15,914,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2818,2886,4.06441E+15,815,success,2012-02-26 20:58:28 UTC,2012-02-26 20:58:28 UTC
2819,2282,4.81251E+15,918,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2820,2576,4.91473E+15,220,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2821,4245,4.16422E+15,719,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2822,4844,4.98284E+15,214,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2823,4454,4.7847E+15,1117,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2824,775,4.10536E+15,1212,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2825,3195,4.33659E+15,516,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2826,3206,4.69026E+15,517,failed,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2827,1691,4.29528E+15,414,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2828,165,4.93491E+15,515,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2829,1297,4.39009E+15,818,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2830,1254,4.89689E+15,217,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2831,4125,4.54349E+15,318,failed,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2832,3284,4.57252E+15,1218,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2833,1105,4.64601E+15,914,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2834,3138,4.38958E+15,119,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2835,4360,4.73519E+15,312,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2836,1826,4.45246E+15,516,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2837,2446,4.92204E+15,212,failed,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2838,2141,4.35722E+15,1218,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2839,65,4.70109E+15,919,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2840,1063,4.74548E+15,314,failed,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2841,3125,4.24857E+15,619,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2842,1072,4.86538E+15,1117,failed,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2843,647,4.23284E+15,614,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2844,2690,4.44114E+15,813,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2845,1167,4.558E+15,514,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2846,4053,4.57053E+15,320,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2847,2623,4.71752E+15,413,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2848,793,4.0215E+15,212,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2849,4255,4.34952E+15,415,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2850,3500,4.0248E+15,120,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2851,2837,4.98739E+15,118,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2852,4641,4.87872E+15,216,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2853,3543,4.19633E+15,218,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2854,1566,4.5495E+15,213,success,2012-02-26 20:58:29 UTC,2012-02-26 20:58:29 UTC
2855,3255,4.49414E+15,315,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2856,3361,4.94347E+15,812,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2857,1999,4.38993E+15,314,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2858,4064,4.50364E+15,317,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2859,677,4.43028E+15,519,failed,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2860,4070,4.85E+15,820,failed,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2861,200,4.76942E+15,516,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2862,3339,4.11153E+15,1016,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2863,3793,4.77251E+15,613,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2864,2114,4.68074E+15,718,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2865,1784,4.14147E+15,113,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2866,1594,4.48072E+15,1114,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2867,4394,4.43848E+15,1014,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2868,193,4.1437E+15,717,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2869,3419,4.01606E+15,514,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
2870,2322,4.36622E+15,517,success,2012-02-26 20:58:30 UTC,2012-02-26 20:58:30 UTC
4701,3361,4.54978E+15,320,success,2012-02-26 20:59:30 UTC,2012-02-26 20:59:30 UTC
4702,718,4.31565E+15,319,success,2012-02-26 20:59:30 UTC,2012-02-26 20:59:30 UTC
4895,1541,4.9547E+15,1014,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4896,2439,4.81677E+15,918,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4897,2794,4.78452E+15,113,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4898,380,4.06862E+15,1019,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
